tile_id,time,NDVI,NDWI,NDAVI,EVI,SSSII,NDTI,DII
T17RNH,2021-07-04 16:05:11,0.012551812455058098,0.0752793624997139,-0.05756012722849846,,0.09035607427358627,-0.09035607427358627,
T17RNH,2021-09-02 16:05:11,-0.005861595273017883,0.09631118923425674,-0.09490535408258438,,0.09177114814519882,-0.09177114814519882,
T17RNH,2021-12-01 16:05:11,0.01816106215119362,0.09626463055610657,-0.08628029376268387,,0.11687730252742767,-0.11687730252742767,
T17RNH,2022-01-30 16:05:11,0.0014067076845094562,0.12773244082927704,-0.12348129600286484,,0.1331574022769928,-0.1331574022769928,
T17RNH,2022-03-01 16:05:21,0.015563883818686008,0.11371359974145889,-0.11148916929960251,,0.1321234405040741,-0.1321234405040741,
T17RNH,2022-04-10 16:05:11,0.016913313418626785,0.10339273512363434,-0.08921437710523605,,0.12312431633472443,-0.12312431633472443,
T17RNH,2022-07-19 16:05:21,0.01622745953500271,0.05792398750782013,-0.04543861374258995,,0.07582255452871323,-0.07582255452871323,
T17RNH,2022-08-18 16:05:21,0.003907748032361269,0.1017904058098793,-0.10171515494585037,,0.10770914703607559,-0.10770914703607559,
T17RNH,2022-09-07 16:05:21,0.011759745888411999,0.11030644178390503,-0.10637934505939484,,0.12423954904079437,-0.12423954904079437,
T17RNH,2022-10-27 16:05:11,0.024855080991983414,0.07765045762062073,-0.06724318861961365,,0.104477658867836,-0.104477658867836,
T17RNH,2022-11-26 16:05:11,0.027507619932293892,0.06856320798397064,-0.0638354942202568,,0.097653828561306,-0.097653828561306,
T17RNH,2022-12-06 16:05:11,0.018551498651504517,0.09668206423521042,-0.10070817917585373,,0.11777988076210022,-0.11777988076210022,
T17RNH,2023-01-15 16:05:11,0.019425399601459503,0.10723000764846802,-0.09941357374191284,,0.12986867129802704,-0.12986867129802704,
T17RNH,2023-02-14 16:05:11,0.017483877018094063,0.0949912816286087,-0.09318024665117264,,0.11505427956581116,-0.11505427956581116,
T17RNH,2023-02-24 16:05:11,0.02046201005578041,0.11720194667577744,-0.11735732108354568,,0.14046289026737213,-0.14046289026737213,
T17RNH,2023-03-06 16:05:11,0.019000450149178505,0.10741396993398666,-0.09300824254751205,,0.1286821961402893,-0.1286821961402893,
T17RNH,2023-04-05 16:05:11,0.004734508693218231,0.08372647315263748,-0.09508921205997467,,0.08995801210403442,-0.08995801210403442,-0.021383004263043404
T17RNH,2023-05-15 16:05:11,0.0037364447489380836,0.07090666145086288,-0.07238542288541794,,0.0762682631611824,-0.0762682631611824,-0.0004975257907062769
T17RNH,2023-06-14 16:05:11,0.00356437754817307,0.06468494236469269,-0.058462876826524734,,0.06961379945278168,-0.06961379945278168,0.014901653863489628
T17RNH,2023-07-24 16:05:11,0.013707098551094532,0.06223975494503975,-0.05396919324994087,,0.07742484658956528,-0.07742484658956528,inf
T17RNH,2023-09-12 16:05:11,-0.008035901933908463,0.08403851836919785,-0.1021132692694664,,0.07706990092992783,-0.07706990092992783,-0.03591785579919815
T17RNH,2023-11-21 16:05:11,-0.07180380821228027,0.19315606355667114,-0.18737474083900452,,0.13421262800693512,-0.13421262800693512,
T17RNH,2023-12-31 16:05:11,0.020587434992194176,0.10746844857931137,-0.10909190773963928,,0.13099274039268494,-0.13099274039268494,
T17RNH,2024-01-30 16:05:11,0.012982368469238281,0.13144908845424652,-0.1402367502450943,,0.1480407416820526,-0.1480407416820526,
T17RNH,2024-03-10 16:05:11,-0.03464684635400772,0.15238431096076965,-0.21872836351394653,,0.12046105414628983,-0.12046105414628983,-0.14072629809379578
T17RNH,2024-05-09 16:05:11,0.020602276548743248,0.07338018715381622,-0.06686308234930038,,0.09605729579925537,-0.09605729579925537,
T17RNH,2024-06-28 16:05:11,0.012801139615476131,0.06875680387020111,-0.05282488837838173,,0.08406932651996613,-0.08406932651996613,
T17RNH,2024-07-18 16:05:11,0.012030018493533134,0.06717660278081894,-0.05474983900785446,,0.0819748044013977,-0.0819748044013977,
T17RNH,2024-09-06 16:05:11,0.014990375377237797,0.05177958682179451,-0.07032887637615204,,0.0671520009636879,-0.0671520009636879,-0.037424664944410324
T17RNH,2024-09-16 16:05:11,0.00978355947881937,0.10007032752037048,-0.10290277749300003,,0.11243293434381485,-0.11243293434381485,
T17RNH,2024-10-06 16:05:11,0.02567138336598873,-0.03133838623762131,0.03832382708787918,-0.5378373861312866,-0.0056716036051511765,0.0056716036051511765,0.013989836908876896
T17RNH,2024-10-26 16:05:11,0.009622104465961456,0.08781237155199051,-0.09761209040880203,,0.09925016760826111,-0.09925016760826111,-0.018563559278845787
T17RNH,2024-11-15 16:05:11,0.010528769344091415,0.12815354764461517,-0.13794754445552826,,0.14273084700107574,-0.14273084700107574,
T17RNH,2024-12-05 16:05:11,0.025338588282465935,0.06478235870599747,-0.07933581620454788,,0.09108973294496536,-0.09108973294496536,-0.028477953746914864
T17RNJ,2015-11-13 16:00:52,0.0010985499247908592,0.11172729730606079,-0.1714576631784439,,0.11590106785297394,-0.11590106785297394,-0.12651073932647705
T17RNJ,2016-05-21 16:05:22,-0.004455601796507835,0.08291584998369217,-0.11998346447944641,,0.08030802011489868,-0.08030802011489868,-0.07672803848981857
T17RNJ,2016-06-30 16:05:12,-0.0031344196759164333,0.07549551129341125,-0.10992912203073502,,0.07422079145908356,-0.07422079145908356,-0.07090196013450623
T17RNJ,2016-07-20 16:05:12,0.003036107402294874,0.07293791323900223,-0.11278741806745529,,0.07803833484649658,-0.07803833484649658,-0.0825188085436821
T17RNJ,2016-12-17 16:05:02,-0.008623160421848297,0.06804869323968887,-0.1177353784441948,,0.06064136326313019,-0.06064136326313019,-0.1024046242237091
T17RNJ,2017-01-26 16:05:01,0.034871216863393784,0.08742909133434296,-0.053831152617931366,,0.12769503891468048,-0.12769503891468048,
T17RNJ,2017-02-25 16:05:11,0.04362759739160538,0.07749225944280624,-0.03859468176960945,,0.12427584081888199,-0.12427584081888199,
T17RNJ,2017-06-25 16:05:11,0.0415232852101326,0.02247178927063942,0.002579226391389966,,0.06670485436916351,-0.06670485436916351,
T17RNJ,2017-07-15 16:05:11,0.04163695126771927,0.02493234910070896,-0.0038495678454637527,,0.06918090581893921,-0.06918090581893921,inf
T17RNJ,2017-08-04 16:05:11,0.04774416983127594,0.009459500201046467,0.03013641946017742,,0.05965399369597435,-0.05965399369597435,inf
T17RNJ,2017-12-22 16:05:11,0.05236845463514328,0.04936341941356659,-0.01730070821940899,,0.10398083180189133,-0.10398083180189133,
T17RNJ,2018-01-11 16:05:01,0.041958779096603394,0.0688711553812027,-0.034897882491350174,,0.11342748999595642,-0.11342748999595642,
T17RNJ,2018-01-31 16:05:11,-0.00022318816627375782,0.13245715200901031,-0.1072288453578949,,0.13815321028232574,-0.13815321028232574,
T17RNJ,2018-03-02 16:05:11,0.02765705995261669,0.0779716968536377,-0.07700425386428833,,0.10755755007266998,-0.10755755007266998,0.003192022442817688
T17RNJ,2018-03-22 16:05:11,0.03818000480532646,0.06706155091524124,-0.033736348152160645,,0.10738051682710648,-0.10738051682710648,inf
T17RNJ,2018-08-09 16:05:11,0.03348930925130844,0.03713276982307434,-0.003748728660866618,,0.07231772691011429,-0.07231772691011429,0.07216332107782364
T17RNJ,2018-09-28 16:05:11,0.047771528363227844,0.028599649667739868,0.013586957938969135,,0.0791635513305664,-0.0791635513305664,
T17RNJ,2018-10-18 16:05:11,0.034737374633550644,0.05949372425675392,-0.026986951008439064,,0.09759197384119034,-0.09759197384119034,
T17RNJ,2018-11-07 16:05:11,0.05244426056742668,0.03670494258403778,-0.0046466500498354435,,0.09184136241674423,-0.09184136241674423,
